Active;Name ;Price tax excluded;Tax rules ID;Wholesale price;Reference #;Supplier;Manufacturer;EAN13;Width;Height;Depth;Weight;Tags (xyz...);Meta title;Meta keywords;URL rewritten;ID store
1;Mishimoto Borne D-Ring Shackle Set, Black;21;78;11.55;BNDR-BK;Resource Intl Automotive LT;Mishimoto;840197709917;15.24;16.51;22.86;0.96;Mishimoto,Borne,D-Ring,Shackle,Set,,Black,BNDR-BK,Mishimoto;Mishimoto Borne D-Ring Shackle Set, Black;Mishimoto,Borne,D-Ring,Shackle,Set,,Black,BNDR-BK,Mishimoto;Mishimoto-BNDR-BK;3
1;Mishimoto Borne D-Ring Shackle Set, Blue;21;78;11.55;BNDR-BL;Resource Intl Automotive LT;Mishimoto;840197709924;15.24;16.51;22.86;0.96;Mishimoto,Borne,D-Ring,Shackle,Set,,Blue,BNDR-BL,Mishimoto;Mishimoto Borne D-Ring Shackle Set, Blue;Mishimoto,Borne,D-Ring,Shackle,Set,,Blue,BNDR-BL,Mishimoto;Mishimoto-BNDR-BL;3
1;Mishimoto Borne D-Ring Shackle Set, Grey;21;78;11.55;BNDR-GR;Resource Intl Automotive LT;Mishimoto;840197709931;15.24;16.51;22.86;0.96;Mishimoto,Borne,D-Ring,Shackle,Set,,Grey,BNDR-GR,Mishimoto;Mishimoto Borne D-Ring Shackle Set, Grey;Mishimoto,Borne,D-Ring,Shackle,Set,,Grey,BNDR-GR,Mishimoto;Mishimoto-BNDR-GR;3
1;Mishimoto Borne D-Ring Shackle Set, Red;21;78;11.55;BNDR-RD;Resource Intl Automotive LT;Mishimoto;840197709948;15.24;16.51;22.86;0.96;Mishimoto,Borne,D-Ring,Shackle,Set,,Red,BNDR-RD,Mishimoto;Mishimoto Borne D-Ring Shackle Set, Red;Mishimoto,Borne,D-Ring,Shackle,Set,,Red,BNDR-RD,Mishimoto;Mishimoto-BNDR-RD;3
1;Mishimoto Borne Recovery Boards, 109x31x6cm, Black;81;78;44.55;BNRB-109BK;Resource Intl Automotive LT;Mishimoto;840197707036;15.24;110.49;31.75;8.91;Mishimoto,Borne,Recovery,Boards,,109x31x6cm,,Black,BNRB-109BK,Mishimoto;Mishimoto Borne Recovery Boards, 109x31x6cm, Black;Mishimoto,Borne,Recovery,Boards,,109x31x6cm,,Black,BNRB-109BK,Mishimoto;Mishimoto-BNRB-109BK;3
1;Mishimoto Borne Recovery Boards, 109x31x6cm, Blue;81;78;44.55;BNRB-109BL;Resource Intl Automotive LT;Mishimoto;840197707005;15.24;110.49;31.75;8.91;Mishimoto,Borne,Recovery,Boards,,109x31x6cm,,Blue,BNRB-109BL,Mishimoto;Mishimoto Borne Recovery Boards, 109x31x6cm, Blue;Mishimoto,Borne,Recovery,Boards,,109x31x6cm,,Blue,BNRB-109BL,Mishimoto;Mishimoto-BNRB-109BL;3
1;Mishimoto Borne Recovery Boards, 109x31x6cm, Green;81;78;44.55;BNRB-109GN;Resource Intl Automotive LT;Mishimoto;840197707012;15.24;110.49;31.75;8.91;Mishimoto,Borne,Recovery,Boards,,109x31x6cm,,Green,BNRB-109GN,Mishimoto;Mishimoto Borne Recovery Boards, 109x31x6cm, Green;Mishimoto,Borne,Recovery,Boards,,109x31x6cm,,Green,BNRB-109GN,Mishimoto;Mishimoto-BNRB-109GN;3
1;Mishimoto Borne Recovery Boards, 109x31x6cm, Neon Green;81;78;44.55;BNRB-109NG;Resource Intl Automotive LT;Mishimoto;840197707067;15.24;110.49;31.75;8.91;Mishimoto,Borne,Recovery,Boards,,109x31x6cm,,Neon,Green,BNRB-109NG,Mishimoto;Mishimoto Borne Recovery Boards, 109x31x6cm, Neon Green;Mishimoto,Borne,Recovery,Boards,,109x31x6cm,,Neon,Green,BNRB-109NG,Mishimoto;Mishimoto-BNRB-109NG;3
1;Mishimoto Borne Recovery Boards, 109x31x6cm, Olive;81;78;44.55;BNRB-109OD;Resource Intl Automotive LT;Mishimoto;840197707029;15.24;110.49;31.75;8.91;Mishimoto,Borne,Recovery,Boards,,109x31x6cm,,Olive,BNRB-109OD,Mishimoto;Mishimoto Borne Recovery Boards, 109x31x6cm, Olive;Mishimoto,Borne,Recovery,Boards,,109x31x6cm,,Olive,BNRB-109OD,Mishimoto;Mishimoto-BNRB-109OD;3
1;Mishimoto Borne Recovery Boards, 109x31x6cm, Orange;81;78;44.55;BNRB-109OR;Resource Intl Automotive LT;Mishimoto;840197707074;15.24;110.49;31.75;8.91;Mishimoto,Borne,Recovery,Boards,,109x31x6cm,,Orange,BNRB-109OR,Mishimoto;Mishimoto Borne Recovery Boards, 109x31x6cm, Orange;Mishimoto,Borne,Recovery,Boards,,109x31x6cm,,Orange,BNRB-109OR,Mishimoto;Mishimoto-BNRB-109OR;3
1;Mishimoto Borne Recovery Boards, 109x31x6cm, Red;81;78;44.55;BNRB-109RD;Resource Intl Automotive LT;Mishimoto;840197707043;15.24;110.49;31.75;8.91;Mishimoto,Borne,Recovery,Boards,,109x31x6cm,,Red,BNRB-109RD,Mishimoto;Mishimoto Borne Recovery Boards, 109x31x6cm, Red;Mishimoto,Borne,Recovery,Boards,,109x31x6cm,,Red,BNRB-109RD,Mishimoto;Mishimoto-BNRB-109RD;3
1;Mishimoto Borne Recovery Boards, 109x31x6cm, Yellow;81;78;44.55;BNRB-109YW;Resource Intl Automotive LT;Mishimoto;840197707050;15.24;110.49;31.75;8.91;Mishimoto,Borne,Recovery,Boards,,109x31x6cm,,Yellow,BNRB-109YW,Mishimoto;Mishimoto Borne Recovery Boards, 109x31x6cm, Yellow;Mishimoto,Borne,Recovery,Boards,,109x31x6cm,,Yellow,BNRB-109YW,Mishimoto;Mishimoto-BNRB-109YW;3
1;Mishimoto Borne Hitch Receiver & Shackle Set, Black;29;78;15.95;BNRS-BK;Resource Intl Automotive LT;Mishimoto;840197709986;20.32;6.35;30.48;0.66;Mishimoto,Borne,Hitch,Receiver,&,Shackle,Set,,Black,BNRS-BK,Mishimoto;Mishimoto Borne Hitch Receiver & Shackle Set, Black;Mishimoto,Borne,Hitch,Receiver,&,Shackle,Set,,Black,BNRS-BK,Mishimoto;Mishimoto-BNRS-BK;3
1;"Mishimoto Mishimoto Performance Air Filter, 1.3625"" Inlet, 3"" Filter Length";19.77;78;10.8735;MMAF-13625;Resource Intl Automotive LT;Mishimoto;748354027488;10.16;10.16;8.89;0.45;"Mishimoto,Mishimoto,Performance,Air,Filter,,1.3625"",Inlet,,3"",Filter,Length,MMAF-13625,Mishimoto";"Mishimoto Mishimoto Performance Air Filter, 1.3625"" Inlet, 3"" Filter Length";"Mishimoto,Mishimoto,Performance,Air,Filter,,1.3625"",Inlet,,3"",Filter,Length,MMAF-13625,Mishimoto";Mishimoto-MMAF-13625;3
1;"Mishimoto Performance Air Filter, 2.75"" Inlet, 6"" Filter Length";46.82;78;25.751;MMAF-2756;Resource Intl Automotive LT;Mishimoto;748354030686;17.78;16.51;17.78;0.87;"Mishimoto,Performance,Air,Filter,,2.75"",Inlet,,6"",Filter,Length,MMAF-2756,Mishimoto";"Mishimoto Performance Air Filter, 2.75"" Inlet, 6"" Filter Length";"Mishimoto,Performance,Air,Filter,,2.75"",Inlet,,6"",Filter,Length,MMAF-2756,Mishimoto";Mishimoto-MMAF-2756;3
1;"Mishimoto Powerstack Performance Air Filter, 2.75"" Inlet, 5.827"" Filter Length";69.36;78;38.148;MMAF-2756S;Resource Intl Automotive LT;Mishimoto;748354025934;17.78;16.51;17.78;0.87;"Mishimoto,Powerstack,Performance,Air,Filter,,2.75"",Inlet,,5.827"",Filter,Length,MMAF-2756S,Mishimoto";"Mishimoto Powerstack Performance Air Filter, 2.75"" Inlet, 5.827"" Filter Length";"Mishimoto,Powerstack,Performance,Air,Filter,,2.75"",Inlet,,5.827"",Filter,Length,MMAF-2756S,Mishimoto";Mishimoto-MMAF-2756S;3
1;"Mishimoto Performance Air Filter, 2.75"" Inlet, 7"" Filter Length";41.9;78;23.045;MMAF-2757;Resource Intl Automotive LT;Mishimoto;748354010671;16.51;15.24;22.86;0.96;"Mishimoto,Performance,Air,Filter,,2.75"",Inlet,,7"",Filter,Length,MMAF-2757,Mishimoto";"Mishimoto Performance Air Filter, 2.75"" Inlet, 7"" Filter Length";"Mishimoto,Performance,Air,Filter,,2.75"",Inlet,,7"",Filter,Length,MMAF-2757,Mishimoto";Mishimoto-MMAF-2757;3
1;"Mishimoto Performance Air Filter, 2.75"" Inlet, 8"" Filter Length";48.28;78;26.554;MMAF-2758;Resource Intl Automotive LT;Mishimoto;748354012378;15.88;16.51;26.04;1.14;"Mishimoto,Performance,Air,Filter,,2.75"",Inlet,,8"",Filter,Length,MMAF-2758,Mishimoto";"Mishimoto Performance Air Filter, 2.75"" Inlet, 8"" Filter Length";"Mishimoto,Performance,Air,Filter,,2.75"",Inlet,,8"",Filter,Length,MMAF-2758,Mishimoto";Mishimoto-MMAF-2758;3
1;"Mishimoto Performance Air Filter, 3.00"" Inlet, 6"" Filter Length";43.72;78;24.046;MMAF-3006;Resource Intl Automotive LT;Mishimoto;748354012385;15.88;16.51;23.5;1.03;"Mishimoto,Performance,Air,Filter,,3.00"",Inlet,,6"",Filter,Length,MMAF-3006,Mishimoto";"Mishimoto Performance Air Filter, 3.00"" Inlet, 6"" Filter Length";"Mishimoto,Performance,Air,Filter,,3.00"",Inlet,,6"",Filter,Length,MMAF-3006,Mishimoto";Mishimoto-MMAF-3006;3
1;"Mishimoto Mishimoto Performance Air Filter, 3"" Inlet,  7"" Filter Length";65.55;78;36.0525;MMAF-3007;Resource Intl Automotive LT;Mishimoto;748354026207;17.78;16.51;17.78;0.87;"Mishimoto,Mishimoto,Performance,Air,Filter,,3"",Inlet,,,7"",Filter,Length,MMAF-3007,Mishimoto";"Mishimoto Mishimoto Performance Air Filter, 3"" Inlet,  7"" Filter Length";"Mishimoto,Mishimoto,Performance,Air,Filter,,3"",Inlet,,,7"",Filter,Length,MMAF-3007,Mishimoto";Mishimoto-MMAF-3007;3
1;Mishimoto Mishimoto Air Filter w/ Molded Logo, Red Oil, 8 Layer Cotton w/ Worm Gear Clamp;68.34;78;37.587;MMAF-3505;Resource Intl Automotive LT;Mishimoto;748354039184;17.78;17.78;20.32;1.07;Mishimoto,Mishimoto,Air,Filter,w/,Molded,Logo,,Red,Oil,,8,Layer,Cotton,w/,Worm,Gear,Clamp,MMAF-3505,Mishimoto;Mishimoto Mishimoto Air Filter w/ Molded Logo, Red Oil, 8 Layer Cotton w/ Worm Gear Clamp;Mishimoto,Mishimoto,Air,Filter,w/,Molded,Logo,,Red,Oil,,8,Layer,Cotton,w/,Worm,Gear,Clamp,MMAF-3505,Mishimoto;Mishimoto-MMAF-3505;3
1;"Mishimoto Performance Air Filter, 3.5"" Inlet, 8"" Filter Length";60.01;78;33.0055;MMAF-3508;Resource Intl Automotive LT;Mishimoto;748354018936;16.51;16.51;26.04;1.18;"Mishimoto,Performance,Air,Filter,,3.5"",Inlet,,8"",Filter,Length,MMAF-3508,Mishimoto";"Mishimoto Performance Air Filter, 3.5"" Inlet, 8"" Filter Length";"Mishimoto,Performance,Air,Filter,,3.5"",Inlet,,8"",Filter,Length,MMAF-3508,Mishimoto";Mishimoto-MMAF-3508;3
1;"Mishimoto Powerstack Air Filter, Flange ID 3.75"", Filter length 6.2""";86.35;78;47.4925;MMAF-37562S;Resource Intl Automotive LT;Mishimoto;840197702291;15.24;15.24;20.32;0.78;"Mishimoto,Powerstack,Air,Filter,,Flange,ID,3.75"",,Filter,length,6.2"",MMAF-37562S,Mishimoto";"Mishimoto Powerstack Air Filter, Flange ID 3.75"", Filter length 6.2""";"Mishimoto,Powerstack,Air,Filter,,Flange,ID,3.75"",,Filter,length,6.2"",MMAF-37562S,Mishimoto";Mishimoto-MMAF-37562S;3
1;"Mishimoto Mishimoto Performance Air Filter, 4"" Inlet, 6"" Filter Length";60.12;78;33.066;MMAF-4006;Resource Intl Automotive LT;Mishimoto;748354034684;17.78;17.78;20.32;1.07;"Mishimoto,Mishimoto,Performance,Air,Filter,,4"",Inlet,,6"",Filter,Length,MMAF-4006,Mishimoto";"Mishimoto Mishimoto Performance Air Filter, 4"" Inlet, 6"" Filter Length";"Mishimoto,Mishimoto,Performance,Air,Filter,,4"",Inlet,,6"",Filter,Length,MMAF-4006,Mishimoto";Mishimoto-MMAF-4006;3
1;"Mishimoto Performance Air Filter, 4"" Inlet, 7"" Filter Length";47.15;78;25.9325;MMAF-4007;Resource Intl Automotive LT;Mishimoto;748354021240;16.51;16.51;26.04;1.18;"Mishimoto,Performance,Air,Filter,,4"",Inlet,,7"",Filter,Length,MMAF-4007,Mishimoto";"Mishimoto Performance Air Filter, 4"" Inlet, 7"" Filter Length";"Mishimoto,Performance,Air,Filter,,4"",Inlet,,7"",Filter,Length,MMAF-4007,Mishimoto";Mishimoto-MMAF-4007;3
1;"Mishimoto Performance Air Filter, 4.5"" Inlet, 5.75"" Filter Length";88.74;78;48.807;MMAF-45575;Resource Intl Automotive LT;Mishimoto;840197711316;17.78;17.78;20.32;1.07;"Mishimoto,Performance,Air,Filter,,4.5"",Inlet,,5.75"",Filter,Length,MMAF-45575,Mishimoto";"Mishimoto Performance Air Filter, 4.5"" Inlet, 5.75"" Filter Length";"Mishimoto,Performance,Air,Filter,,4.5"",Inlet,,5.75"",Filter,Length,MMAF-45575,Mishimoto";Mishimoto-MMAF-45575;3
1;"Mishimoto Performance Air Filter, 5"" Inlet, 7"" Filter Length";42.81;78;23.5455;MMAF-5007;Resource Intl Automotive LT;Mishimoto;748354028058;17.78;17.78;17.78;0.94;"Mishimoto,Performance,Air,Filter,,5"",Inlet,,7"",Filter,Length,MMAF-5007,Mishimoto";"Mishimoto Performance Air Filter, 5"" Inlet, 7"" Filter Length";"Mishimoto,Performance,Air,Filter,,5"",Inlet,,7"",Filter,Length,MMAF-5007,Mishimoto";Mishimoto-MMAF-5007;3
1;Mishimoto Air Filter Re-Oil Kit;19.59;78;10.7745;MMAF-REOIL-RD;Resource Intl Automotive LT;Mishimoto;748354017250;12.7;25.4;12.7;1.36;Mishimoto,Air,Filter,Re-Oil,Kit,MMAF-REOIL-RD,Mishimoto;Mishimoto Air Filter Re-Oil Kit;Mishimoto,Air,Filter,Re-Oil,Kit,MMAF-REOIL-RD,Mishimoto;Mishimoto-MMAF-REOIL-RD;3
1;Mishimoto Subaru Sound Generator Delete Kit;14.4;78;7.92;MMAF-SUB-SGD;Resource Intl Automotive LT;Mishimoto;748354017557;2.54;5.84;1.52;0.36;Mishimoto,Subaru,Sound,Generator,Delete,Kit,MMAF-SUB-SGD,Mishimoto;Mishimoto Subaru Sound Generator Delete Kit;Mishimoto,Subaru,Sound,Generator,Delete,Kit,MMAF-SUB-SGD,Mishimoto;Mishimoto-MMAF-SUB-SGD;3
1;Mishimoto 36in. Flexible Radiator Hose Kit, Blue;50;78;27.5;MMAH-U36BL;Resource Intl Automotive LT;Mishimoto;840197704431;6.35;52.07;26.67;1.47;Mishimoto,36in.,Flexible,Radiator,Hose,Kit,,Blue,MMAH-U36BL,Mishimoto;Mishimoto 36in. Flexible Radiator Hose Kit, Blue;Mishimoto,36in.,Flexible,Radiator,Hose,Kit,,Blue,MMAH-U36BL,Mishimoto;Mishimoto-MMAH-U36BL;3
1;Mishimoto 36in. Flexible Radiator Hose Kit, Chrome;61.94;78;34.067;MMAH-U36C;Resource Intl Automotive LT;Mishimoto;840197711170;6.35;52.07;27.94;1.54;Mishimoto,36in.,Flexible,Radiator,Hose,Kit,,Chrome,MMAH-U36C,Mishimoto;Mishimoto 36in. Flexible Radiator Hose Kit, Chrome;Mishimoto,36in.,Flexible,Radiator,Hose,Kit,,Chrome,MMAH-U36C,Mishimoto;Mishimoto-MMAH-U36C;3
1;Mishimoto 36in. Flexible Radiator Hose Kit, Red;50;78;27.5;MMAH-U36RD;Resource Intl Automotive LT;Mishimoto;840197704448;6.35;52.07;26.67;1.47;Mishimoto,36in.,Flexible,Radiator,Hose,Kit,,Red,MMAH-U36RD,Mishimoto;Mishimoto 36in. Flexible Radiator Hose Kit, Red;Mishimoto,36in.,Flexible,Radiator,Hose,Kit,,Red,MMAH-U36RD,Mishimoto;Mishimoto-MMAH-U36RD;3
1;Mishimoto Nissan 350Z Air Intake Kit, 2003-2006;207.3;78;114.015;MMAI-350Z-03H;Resource Intl Automotive LT;Mishimoto;748354023350;40.64;25.4;50.8;8.75;Mishimoto,Nissan,350Z,Air,Intake,Kit,,2003-2006,MMAI-350Z-03H,Mishimoto;Mishimoto Nissan 350Z Air Intake Kit, 2003-2006;Mishimoto,Nissan,350Z,Air,Intake,Kit,,2003-2006,MMAI-350Z-03H,Mishimoto;Mishimoto-MMAI-350Z-03H;3
1;Mishimoto Subaru/Scion/Toyota BRZ/FR-S/86 Air Intake Kit, 13-20, Black;314.6;78;173.03;MMAI-BRZ-13BBK;Resource Intl Automotive LT;Mishimoto;748354020212;40.64;25.4;50.8;8.75;Mishimoto,Subaru/Scion/Toyota,BRZ/FR-S/86,Air,Intake,Kit,,13-20,,Black,MMAI-BRZ-13BBK,Mishimoto;Mishimoto Subaru/Scion/Toyota BRZ/FR-S/86 Air Intake Kit, 13-20, Black;Mishimoto,Subaru/Scion/Toyota,BRZ/FR-S/86,Air,Intake,Kit,,13-20,,Black,MMAI-BRZ-13BBK,Mishimoto;Mishimoto-MMAI-BRZ-13BBK;3
1;Mishimoto Subaru/Scion/Toyota BRZ/FR-S/86 Air Intake Kit, 13-20, Blue;314.6;78;173.03;MMAI-BRZ-13BBL;Resource Intl Automotive LT;Mishimoto;748354020229;40.64;25.4;50.8;8.75;Mishimoto,Subaru/Scion/Toyota,BRZ/FR-S/86,Air,Intake,Kit,,13-20,,Blue,MMAI-BRZ-13BBL,Mishimoto;Mishimoto Subaru/Scion/Toyota BRZ/FR-S/86 Air Intake Kit, 13-20, Blue;Mishimoto,Subaru/Scion/Toyota,BRZ/FR-S/86,Air,Intake,Kit,,13-20,,Blue,MMAI-BRZ-13BBL,Mishimoto;Mishimoto-MMAI-BRZ-13BBL;3
1;Mishimoto Subaru/Scion/Toyota BRZ/FR-S/86 Air Intake Kit, 13-20, Red;373.07;78;205.1885;MMAI-BRZ-13BRD;Resource Intl Automotive LT;Mishimoto;748354020236;40.64;25.4;50.8;8.75;Mishimoto,Subaru/Scion/Toyota,BRZ/FR-S/86,Air,Intake,Kit,,13-20,,Red,MMAI-BRZ-13BRD,Mishimoto;Mishimoto Subaru/Scion/Toyota BRZ/FR-S/86 Air Intake Kit, 13-20, Red;Mishimoto,Subaru/Scion/Toyota,BRZ/FR-S/86,Air,Intake,Kit,,13-20,,Red,MMAI-BRZ-13BRD,Mishimoto;Mishimoto-MMAI-BRZ-13BRD;3
1;Mishimoto Subaru/Scion/Toyota BRZ/FR-S/86 Cold Air Intake Kit, 13-20, Polished;328.47;78;180.6585;MMAI-BRZ-13P;Resource Intl Automotive LT;Mishimoto;748354012590;35.56;20.32;50.8;6.12;Mishimoto,Subaru/Scion/Toyota,BRZ/FR-S/86,Cold,Air,Intake,Kit,,13-20,,Polished,MMAI-BRZ-13P,Mishimoto;Mishimoto Subaru/Scion/Toyota BRZ/FR-S/86 Cold Air Intake Kit, 13-20, Polished;Mishimoto,Subaru/Scion/Toyota,BRZ/FR-S/86,Cold,Air,Intake,Kit,,13-20,,Polished,MMAI-BRZ-13P,Mishimoto;Mishimoto-MMAI-BRZ-13P;3
1;Mishimoto Subaru/Scion/Toyota BRZ/FR-S/86 Cold Air Intake Kit, 13-20, Wrinkle Black;328.47;78;180.6585;MMAI-BRZ-13WBK;Resource Intl Automotive LT;Mishimoto;748354012606;35.56;20.32;50.8;6.12;Mishimoto,Subaru/Scion/Toyota,BRZ/FR-S/86,Cold,Air,Intake,Kit,,13-20,,Wrinkle,Black,MMAI-BRZ-13WBK,Mishimoto;Mishimoto Subaru/Scion/Toyota BRZ/FR-S/86 Cold Air Intake Kit, 13-20, Wrinkle Black;Mishimoto,Subaru/Scion/Toyota,BRZ/FR-S/86,Cold,Air,Intake,Kit,,13-20,,Wrinkle,Black,MMAI-BRZ-13WBK,Mishimoto;Mishimoto-MMAI-BRZ-13WBK;3
1;Mishimoto Honda Civic 1.5T Air Intake Kit, 2016-2021, Black;290.9;78;159.995;MMAI-CIV-16BK;Resource Intl Automotive LT;Mishimoto;748354030600;40.64;25.4;60.96;10.49;Mishimoto,Honda,Civic,1.5T,Air,Intake,Kit,,2016-2021,,Black,MMAI-CIV-16BK,Mishimoto;Mishimoto Honda Civic 1.5T Air Intake Kit, 2016-2021, Black;Mishimoto,Honda,Civic,1.5T,Air,Intake,Kit,,2016-2021,,Black,MMAI-CIV-16BK,Mishimoto;Mishimoto-MMAI-CIV-16BK;3
1;Mishimoto Honda Civic 1.5T Air Intake Kit, 2016-2021, Blue;290.9;78;159.995;MMAI-CIV-16BL;Resource Intl Automotive LT;Mishimoto;748354030617;40.64;25.4;60.96;10.49;Mishimoto,Honda,Civic,1.5T,Air,Intake,Kit,,2016-2021,,Blue,MMAI-CIV-16BL,Mishimoto;Mishimoto Honda Civic 1.5T Air Intake Kit, 2016-2021, Blue;Mishimoto,Honda,Civic,1.5T,Air,Intake,Kit,,2016-2021,,Blue,MMAI-CIV-16BL,Mishimoto;Mishimoto-MMAI-CIV-16BL;3
1;Mishimoto Honda Civic 1.5T Air Intake Kit, 2016-2021, Red;290.9;78;159.995;MMAI-CIV-16RD;Resource Intl Automotive LT;Mishimoto;748354030624;40.64;25.4;60.96;10.49;Mishimoto,Honda,Civic,1.5T,Air,Intake,Kit,,2016-2021,,Red,MMAI-CIV-16RD,Mishimoto;Mishimoto Honda Civic 1.5T Air Intake Kit, 2016-2021, Red;Mishimoto,Honda,Civic,1.5T,Air,Intake,Kit,,2016-2021,,Red,MMAI-CIV-16RD,Mishimoto;Mishimoto-MMAI-CIV-16RD;3
1;Mishimoto 2014-2019 Mercedes-Benz CLA45 AMG Performance Air Intake;392.83;78;216.0565;MMAI-CLA45-14BK;Resource Intl Automotive LT;Mishimoto;748354021233;40.64;25.4;50.8;8.75;Mishimoto,2014-2019,Mercedes-Benz,CLA45,AMG,Performance,Air,Intake,MMAI-CLA45-14BK,Mishimoto;Mishimoto 2014-2019 Mercedes-Benz CLA45 AMG Performance Air Intake;Mishimoto,2014-2019,Mercedes-Benz,CLA45,AMG,Performance,Air,Intake,MMAI-CLA45-14BK,Mishimoto;Mishimoto-MMAI-CLA45-14BK;3
1;Mishimoto 17-21 Honda Civic Type-R Performance Air intake;476.14;78;261.877;MMAI-CTR-17;Resource Intl Automotive LT;Mishimoto;811580032851;40.64;25.4;50.8;8.75;Mishimoto,17-21,Honda,Civic,Type-R,Performance,Air,intake,MMAI-CTR-17,Mishimoto;Mishimoto 17-21 Honda Civic Type-R Performance Air intake;Mishimoto,17-21,Honda,Civic,Type-R,Performance,Air,intake,MMAI-CTR-17,Mishimoto;Mishimoto-MMAI-CTR-17;3
1;Mishimoto 17-21 Honda Civic Type-R Inlet Pipe Upgrade Kit, Black;419.07;78;230.4885;MMAI-CTR-17UBK;Resource Intl Automotive LT;Mishimoto;840197702277;50.8;30.48;60.96;15.74;Mishimoto,17-21,Honda,Civic,Type-R,Inlet,Pipe,Upgrade,Kit,,Black,MMAI-CTR-17UBK,Mishimoto;Mishimoto 17-21 Honda Civic Type-R Inlet Pipe Upgrade Kit, Black;Mishimoto,17-21,Honda,Civic,Type-R,Inlet,Pipe,Upgrade,Kit,,Black,MMAI-CTR-17UBK,Mishimoto;Mishimoto-MMAI-CTR-17UBK;3
1;Mishimoto 17-21 Honda Civic Type-R Inlet Pipe Upgrade Kit, Red;419.07;78;230.4885;MMAI-CTR-17URD;Resource Intl Automotive LT;Mishimoto;840197702284;50.8;30.48;60.96;15.74;Mishimoto,17-21,Honda,Civic,Type-R,Inlet,Pipe,Upgrade,Kit,,Red,MMAI-CTR-17URD,Mishimoto;Mishimoto 17-21 Honda Civic Type-R Inlet Pipe Upgrade Kit, Red;Mishimoto,17-21,Honda,Civic,Type-R,Inlet,Pipe,Upgrade,Kit,,Red,MMAI-CTR-17URD,Mishimoto;Mishimoto-MMAI-CTR-17URD;3
1;Mishimoto BMW E46 330i Air Intake Kit, 2001-2006;256.52;78;141.086;MMAI-E46-01BK;Resource Intl Automotive LT;Mishimoto;748354026634;40.64;25.4;60.96;10.49;Mishimoto,BMW,E46,330i,Air,Intake,Kit,,2001-2006,MMAI-E46-01BK,Mishimoto;Mishimoto BMW E46 330i Air Intake Kit, 2001-2006;Mishimoto,BMW,E46,330i,Air,Intake,Kit,,2001-2006,MMAI-E46-01BK,Mishimoto;Mishimoto-MMAI-E46-01BK;3
1;Mishimoto BMW E46 323i/325i/328i Air Intake Kit, 1999-2005;234.76;78;129.118;MMAI-E46-99BK;Resource Intl Automotive LT;Mishimoto;748354020694;35.56;20.32;50.8;6.12;Mishimoto,BMW,E46,323i/325i/328i,Air,Intake,Kit,,1999-2005,MMAI-E46-99BK,Mishimoto;Mishimoto BMW E46 323i/325i/328i Air Intake Kit, 1999-2005;Mishimoto,BMW,E46,323i/325i/328i,Air,Intake,Kit,,1999-2005,MMAI-E46-99BK,Mishimoto;Mishimoto-MMAI-E46-99BK;3
1;Mishimoto BMW 320i/328i Air Intake Kit, 2012, Polished;406.09;78;223.3495;MMAI-F30-12P;Resource Intl Automotive LT;Mishimoto;748354022889;45.72;25.4;60.96;11.8;Mishimoto,BMW,320i/328i,Air,Intake,Kit,,2012,,Polished,MMAI-F30-12P,Mishimoto;Mishimoto BMW 320i/328i Air Intake Kit, 2012, Polished;Mishimoto,BMW,320i/328i,Air,Intake,Kit,,2012,,Polished,MMAI-F30-12P,Mishimoto;Mishimoto-MMAI-F30-12P;3
1;Mishimoto BMW 320i/328i Air Intake Kit, 2012, Wrinkle Black;406.09;78;223.3495;MMAI-F30-12WBK;Resource Intl Automotive LT;Mishimoto;748354022896;45.72;25.4;60.96;11.8;Mishimoto,BMW,320i/328i,Air,Intake,Kit,,2012,,Wrinkle,Black,MMAI-F30-12WBK,Mishimoto;Mishimoto BMW 320i/328i Air Intake Kit, 2012, Wrinkle Black;Mishimoto,BMW,320i/328i,Air,Intake,Kit,,2012,,Wrinkle,Black,MMAI-F30-12WBK,Mishimoto;Mishimoto-MMAI-F30-12WBK;3
1;Mishimoto Ford Fiesta ST Air Intake Kit, 2014-2015, Polished;357.53;78;196.6415;MMAI-FIST-14P;Resource Intl Automotive LT;Mishimoto;748354025743;45.72;25.4;60.96;11.8;Mishimoto,Ford,Fiesta,ST,Air,Intake,Kit,,2014-2015,,Polished,MMAI-FIST-14P,Mishimoto;Mishimoto Ford Fiesta ST Air Intake Kit, 2014-2015, Polished;Mishimoto,Ford,Fiesta,ST,Air,Intake,Kit,,2014-2015,,Polished,MMAI-FIST-14P,Mishimoto;Mishimoto-MMAI-FIST-14P;3
1;Mishimoto Ford Fiesta ST Air Intake Kit, 2014-2015, Wrinkle Black;357.53;78;196.6415;MMAI-FIST-14WBK;Resource Intl Automotive LT;Mishimoto;748354025750;45.72;25.4;60.96;11.8;Mishimoto,Ford,Fiesta,ST,Air,Intake,Kit,,2014-2015,,Wrinkle,Black,MMAI-FIST-14WBK,Mishimoto;Mishimoto Ford Fiesta ST Air Intake Kit, 2014-2015, Wrinkle Black;Mishimoto,Ford,Fiesta,ST,Air,Intake,Kit,,2014-2015,,Wrinkle,Black,MMAI-FIST-14WBK,Mishimoto;Mishimoto-MMAI-FIST-14WBK;3
