Active;Name *;Price tax excluded;Tax rules ID;Wholesale price;Reference #;Supplier;Manufacturer;EAN13;Width;Height;Depth;Weight;Tags (xyz...);Meta title;Meta keywords;URL rewritten;ID store
1;Audi S1 2.0 TFSI Black Carbon intake;609;78;365.4;EVE-S1-CF-INT;Element 1 Engineering - Eventuri;Eventuri;;0;0;0;0;Audi,S1,2.0,TFSI,Black,Carbon,intake,EVE-S1-CF-INT,Eventuri;Audi S1 2.0 TFSI Black Carbon intake;Audi,S1,2.0,TFSI,Black,Carbon,intake,EVE-S1-CF-INT,Eventuri;Eventuri-EVE-S1-CF-INT;3
1;Audi S3 8Y 2020+, TTS 2022+ Carbon Intake;1333;78;799.8;EVE-8YS3-CF-INT;Element 1 Engineering - Eventuri;Eventuri;;0;0;0;0;Audi,S3,8Y,2020+,,TTS,2022+,Carbon,Intake,EVE-8YS3-CF-INT,Eventuri;Audi S3 8Y 2020+, TTS 2022+ Carbon Intake;Audi,S3,8Y,2020+,,TTS,2022+,Carbon,Intake,EVE-8YS3-CF-INT,Eventuri;Eventuri-EVE-8YS3-CF-INT;3
1;Audi S3 8V 2.0 TFSI Full Black Carbon intake;885;78;531;EVE-2TFSI-CF-INT;Element 1 Engineering - Eventuri;Eventuri;;0;0;0;0;Audi,S3,8V,2.0,TFSI,Full,Black,Carbon,intake,EVE-2TFSI-CF-INT,Eventuri;Audi S3 8V 2.0 TFSI Full Black Carbon intake;Audi,S3,8V,2.0,TFSI,Full,Black,Carbon,intake,EVE-2TFSI-CF-INT,Eventuri;Eventuri-EVE-2TFSI-CF-INT;3
1;Audi 8V RS3 LHD Full Black Carbon intake Gen 1;1647;78;988.2;EVE-8VRS3-CF-LHD-INT;Element 1 Engineering - Eventuri;Eventuri;;0;0;0;0;Audi,8V,RS3,LHD,Full,Black,Carbon,intake,Gen,1,EVE-8VRS3-CF-LHD-INT,Eventuri;Audi 8V RS3 LHD Full Black Carbon intake Gen 1;Audi,8V,RS3,LHD,Full,Black,Carbon,intake,Gen,1,EVE-8VRS3-CF-LHD-INT,Eventuri;Eventuri-EVE-8VRS3-CF-LHD-INT;3
1;Audi 8V RS3 RHD Full Black Carbon intake Gen 1;1647;78;988.2;EVE-8VRS3-CF-RHD-INT;Element 1 Engineering - Eventuri;Eventuri;;0;0;0;0;Audi,8V,RS3,RHD,Full,Black,Carbon,intake,Gen,1,EVE-8VRS3-CF-RHD-INT,Eventuri;Audi 8V RS3 RHD Full Black Carbon intake Gen 1;Audi,8V,RS3,RHD,Full,Black,Carbon,intake,Gen,1,EVE-8VRS3-CF-RHD-INT,Eventuri;Eventuri-EVE-8VRS3-CF-RHD-INT;3
1;Audi RS3 Gen 2 / TTRS 8S intake for DAZA and DWNA Engines;1714;78;1028.4;EVE-ST38V8S-CF-INT;Element 1 Engineering - Eventuri;Eventuri;;0;0;0;0;Audi,RS3,Gen,2,/,TTRS,8S,intake,for,DAZA,and,DWNA,Engines,EVE-ST38V8S-CF-INT,Eventuri;Audi RS3 Gen 2 / TTRS 8S intake for DAZA and DWNA Engines;Audi,RS3,Gen,2,/,TTRS,8S,intake,for,DAZA,and,DWNA,Engines,EVE-ST38V8S-CF-INT,Eventuri;Eventuri-EVE-ST38V8S-CF-INT;3
1;Audi RS3 Gen 2 Duct for APR Throttle Body;400;78;240;EVE-RSQ3-DCT;Element 1 Engineering - Eventuri;Eventuri;;0;0;0;0;Audi,RS3,Gen,2,Duct,for,APR,Throttle,Body,EVE-RSQ3-DCT,Eventuri;Audi RS3 Gen 2 Duct for APR Throttle Body;Audi,RS3,Gen,2,Duct,for,APR,Throttle,Body,EVE-RSQ3-DCT,Eventuri;Eventuri-EVE-RSQ3-DCT;3
1;Audi RS3 Carbon Headlamp Race Ducts for Stage 3 intake;781;78;468.6;EVE-ST38V8S-CF-HDP;Element 1 Engineering - Eventuri;Eventuri;;0;0;0;0;Audi,RS3,Carbon,Headlamp,Race,Ducts,for,Stage,3,intake,EVE-ST38V8S-CF-HDP,Eventuri;Audi RS3 Carbon Headlamp Race Ducts for Stage 3 intake;Audi,RS3,Carbon,Headlamp,Race,Ducts,for,Stage,3,intake,EVE-ST38V8S-CF-HDP,Eventuri;Eventuri-EVE-ST38V8S-CF-HDP;3
1;Audi RS3 8Y 2020+ Carbon Intake;1714;78;1028.4;EVE-ST38Y-CF-INT;Element 1 Engineering - Eventuri;Eventuri;;0;0;0;0;Audi,RS3,8Y,2020+,Carbon,Intake,EVE-ST38Y-CF-INT,Eventuri;Audi RS3 8Y 2020+ Carbon Intake;Audi,RS3,8Y,2020+,Carbon,Intake,EVE-ST38Y-CF-INT,Eventuri;Eventuri-EVE-ST38Y-CF-INT;3
1;Audi RS3 / TTRS Gen 2 8V 8Y LHD Carbon turbo inlet with NO FLANGE;571;78;342.6;EVE-TRB8V8S-LHD-NIL ;Element 1 Engineering - Eventuri;Eventuri;;0;0;0;0;Audi,RS3,/,TTRS,Gen,2,8V,8Y,LHD,Carbon,turbo,inlet,with,NO,FLANGE,EVE-TRB8V8S-LHD-NIL,,Eventuri;Audi RS3 / TTRS Gen 2 8V 8Y LHD Carbon turbo inlet with NO FLANGE;Audi,RS3,/,TTRS,Gen,2,8V,8Y,LHD,Carbon,turbo,inlet,with,NO,FLANGE,EVE-TRB8V8S-LHD-NIL,,Eventuri;Eventuri-EVE-TRB8V8S-LHD-NIL ;3
