Active;Name *;Price tax excluded;Tax rules ID;Wholesale price;Reference #;Supplier;Manufacturer;EAN13;Width;Height;Depth;Weight;Tags (xyz...);Meta title;Meta keywords;URL rewritten;ID store
1;Eventuri Audi S1 2.0 TFSI Black Carbon intake;609;78;365.4;EVE-S1-CF-INT;Element 1 Engineering - Eventuri;Eventuri;;30;38;38;3;Eventuri,Audi,S1,2.0,TFSI,Black,Carbon,intake,EVE-S1-CF-INT,Eventuri;Eventuri Audi S1 2.0 TFSI Black Carbon intake;Eventuri,Audi,S1,2.0,TFSI,Black,Carbon,intake,EVE-S1-CF-INT,Eventuri;Eventuri-EVE-S1-CF-INT;3
1;Eventuri Audi B8 RS5 Black Carbon Facelift Slam Panel Cover;809;78;485.4;EVE-RS5-CF-SLM;Element 1 Engineering - Eventuri;Eventuri;;1;12;3;3;Eventuri,Audi,B8,RS5,Black,Carbon,Facelift,Slam,Panel,Cover,EVE-RS5-CF-SLM,Eventuri;Eventuri Audi B8 RS5 Black Carbon Facelift Slam Panel Cover;Eventuri,Audi,B8,RS5,Black,Carbon,Facelift,Slam,Panel,Cover,EVE-RS5-CF-SLM,Eventuri;Eventuri-EVE-RS5-CF-SLM;3
