Active;Name *;Price tax excluded;Tax rules ID;Wholesale price;Reference #;Supplier;Manufacturer;EAN13;Width;Height;Depth;Weight;Tags (xyz...);Meta title;Meta keywords;URL rewritten;ID store
0;Slip-On Line (SS);958.58;1;718.935;M-FI/SS/1H;Speed Street Sl;Akrapovic;3831095087594;0;0;0;0;Slip-On,Line,SS,M-FI/SS/1H,Akrapovic;Slip-On Line (SS);Slip-On,Line,SS,M-FI/SS/1H,Akrapovic;Akrapovic-M-FISS1H;3
0;Tail pipe set (Carbon);730.6;1;547.95;TP-CS/1;Speed Street Sl;Akrapovic;3831095086641;0;0;0;0;Tail,pipe,set,Carbon,TP-CS/1,Akrapovic;Tail pipe set (Carbon);Tail,pipe,set,Carbon,TP-CS/1,Akrapovic;Akrapovic-TP-CS1;3
0;Tail pipe set (Titanium);716.95;1;537.7125;TP-T/S/2;Speed Street Sl;Akrapovic;3831095086658;0;0;0;0;Tail,pipe,set,Titanium,TP-T/S/2,Akrapovic;Tail pipe set (Titanium);Tail,pipe,set,Titanium,TP-T/S/2,Akrapovic;Akrapovic-TP-TS2;3
0;Akrapovic Sound Kit;744.55;1;558.4125;P-HF876;Speed Street Sl;Akrapovic;3831113529198;0;0;0;0;Akrapovic,Sound,Kit,P-HF876,Akrapovic;Akrapovic Sound Kit;Akrapovic,Sound,Kit,P-HF876,Akrapovic;Akrapovic-P-HF876;3
0;Slip-On Line (SS);958.58;1;718.935;M-FI/SS/1H/1;Speed Street Sl;Akrapovic;3831113563925;0;0;0;0;Slip-On,Line,SS,M-FI/SS/1H/1,Akrapovic;Slip-On Line (SS);Slip-On,Line,SS,M-FI/SS/1H/1,Akrapovic;Akrapovic-M-FISS1H1;3
0;Evolution Line (Titanium);4720.05;1;3540.0375;S-AR/TI/1H;Speed Street Sl;Akrapovic;3831113566322;0;0;0;0;Evolution,Line,Titanium,S-AR/TI/1H,Akrapovic;Evolution Line (Titanium);Evolution,Line,Titanium,S-AR/TI/1H,Akrapovic;Akrapovic-S-ARTI1H;3
0;Fitting kit (for optional downpipes);59.57;1;44.6775;P-X227;Speed Street Sl;Akrapovic;3831113569019;0;0;0;0;Fitting,kit,for,optional,downpipes,P-X227,Akrapovic;Fitting kit (for optional downpipes);Fitting,kit,for,optional,downpipes,P-X227,Akrapovic;Akrapovic-P-X227;3
0;Akrapovic Sound Kit;523.91;1;392.9325;P-HF1160;Speed Street Sl;Akrapovic;3831113566377;0;0;0;0;Akrapovic,Sound,Kit,P-HF1160,Akrapovic;Akrapovic Sound Kit;Akrapovic,Sound,Kit,P-HF1160,Akrapovic;Akrapovic-P-HF1160;3
0;Evolution Link Pipe Set (Titanium);1416.94;1;1062.705;E-AR/T/1;Speed Street Sl;Akrapovic;3831113566698;0;0;0;0;Evolution,Link,Pipe,Set,Titanium,E-AR/T/1,Akrapovic;Evolution Link Pipe Set (Titanium);Evolution,Link,Pipe,Set,Titanium,E-AR/T/1,Akrapovic;Akrapovic-E-ART1;3
0;Downpipe Set w/o Cat (SS);1059.73;1;794.7975;DP-AR/SS/2;Speed Street Sl;Akrapovic;3831113572507;0;0;0;0;Downpipe,Set,w/o,Cat,SS,DP-AR/SS/2,Akrapovic;Downpipe Set w/o Cat (SS);Downpipe,Set,w/o,Cat,SS,DP-AR/SS/2,Akrapovic;Akrapovic-DP-ARSS2;3
0;Slip-On Line (Titanium);5211.46;1;3908.595;S-AR/TI/7H;Speed Street Sl;Akrapovic;3831113591089;0;0;0;0;Slip-On,Line,Titanium,S-AR/TI/7H,Akrapovic;Slip-On Line (Titanium);Slip-On,Line,Titanium,S-AR/TI/7H,Akrapovic;Akrapovic-S-ARTI7H;3
0;Slip-On Line (Titanium);5211.46;1;3908.595;S-AR/TI/6H;Speed Street Sl;Akrapovic;3831113589468;0;0;0;0;Slip-On,Line,Titanium,S-AR/TI/6H,Akrapovic;Slip-On Line (Titanium);Slip-On,Line,Titanium,S-AR/TI/6H,Akrapovic;Akrapovic-S-ARTI6H;3
0;Akrapovic Sound Kit;523.91;1;392.9325;P-HF1321;Speed Street Sl;Akrapovic;3831113591409;0;0;0;0;Akrapovic,Sound,Kit,P-HF1321,Akrapovic;Akrapovic Sound Kit;Akrapovic,Sound,Kit,P-HF1321,Akrapovic;Akrapovic-P-HF1321;3
0;Akrapovic Sound Kit;537.94;1;403.455;P-HF880;Speed Street Sl;Akrapovic;3831113529204;0;0;0;0;Akrapovic,Sound,Kit,P-HF880,Akrapovic;Akrapovic Sound Kit;Akrapovic,Sound,Kit,P-HF880,Akrapovic;Akrapovic-P-HF880;3
0;Slip-On Line (Titanium);8539.77;1;6404.8275;S-AUR8SO3-T;Speed Street Sl;Akrapovic;3831113536684;0;0;0;0;Slip-On,Line,Titanium,S-AUR8SO3-T,Akrapovic;Slip-On Line (Titanium);Slip-On,Line,Titanium,S-AUR8SO3-T,Akrapovic;Akrapovic-S-AUR8SO3-T;3
0;Akrapovic Sound Kit;537.94;1;403.455;P-HF946;Speed Street Sl;Akrapovic;3831113536950;0;0;0;0;Akrapovic,Sound,Kit,P-HF946,Akrapovic;Akrapovic Sound Kit;Akrapovic,Sound,Kit,P-HF946,Akrapovic;Akrapovic-P-HF946;3
0;Rear Carbon Fibre Diffuser - High Gloss;1215;1;911.25;DI-AU/CA/2/G;Speed Street Sl;Akrapovic;3831126410360;0;0;0;0;Rear,Carbon,Fibre,Diffuser,-,High,Gloss,DI-AU/CA/2/G,Akrapovic;Rear Carbon Fibre Diffuser - High Gloss;Rear,Carbon,Fibre,Diffuser,-,High,Gloss,DI-AU/CA/2/G,Akrapovic;Akrapovic-DI-AUCA2G;3
0;Akrapovic Sound Kit;437.4;1;328.05;P-HF1433;Speed Street Sl;Akrapovic;3831126412289;0;0;0;0;Akrapovic,Sound,Kit,P-HF1433,Akrapovic;Akrapovic Sound Kit;Akrapovic,Sound,Kit,P-HF1433,Akrapovic;Akrapovic-P-HF1433;3
0;Evolution Line (Titanium);5750;1;4312.5;S-AU/TI/24H;Speed Street Sl;Akrapovic;3831126418762;0;0;0;0;Evolution,Line,Titanium,S-AU/TI/24H,Akrapovic;Evolution Line (Titanium);Evolution,Line,Titanium,S-AU/TI/24H,Akrapovic;Akrapovic-S-AUTI24H;3
0;Evolution Line (Titanium);5570;1;4177.5;S-AU/TI/23H;Speed Street Sl;Akrapovic;3831126418755;0;0;0;0;Evolution,Line,Titanium,S-AU/TI/23H,Akrapovic;Evolution Line (Titanium);Evolution,Line,Titanium,S-AU/TI/23H,Akrapovic;Akrapovic-S-AUTI23H;3
