SHOP_CODIGO|SHOP_ALIAS|SHOP_NOMBRE|SHOP_DIRECCION|PUEB_CODIGO_POSTAL|PUEB_CODIGO_NOMBRE|PAIS_CODIGO|SHOP_MAPA_LATITUD|SHOP_MAPA_LONGITUD|SHOP_HORARIO_LU|SHOP_HORARIO_MA|SHOP_HORARIO_MI|SHOP_HORARIO_JU|SHOP_HORARIO_VI|SHOP_HORARIO_SA|SHOP_HORARIO_DO|DIAFESTIVO
7774|2818-18|COSITAS|EXTREMADURA 17|28944|FUENLABRADA|ES|40,280302|-3,795820|10:00-14:00/17:00-20:30|10:00-14:00/17:00-20:30|10:00-14:00/17:00-20:30|10:00-14:00/17:00-20:30|10:00-14:00/17:00-20:30|10:00-14:00/17:00-20:30||
8010|2818-19|THE SKULL’S ROSES |CASTILLEJOS 22|28944|FUENLABRADA|ES|40,284662|-3,789984||10:00-16:00/19:00-22:00|10:00-16:00/19:00-22:00|10:00-16:00/19:00-22:00|10:00-16:00/19:00-22:00|||
4292|2822-00|2822-00 AGENCIA 2822 VALDEMORO|P.I. ROMPECUBAS, C/ MIGUEL SERVET, 20|28341|VALDEMORO|ES|40,165224|-3,666414|08:00-20:00/-|08:00-20:00/-|08:00-20:00/-|08:00-20:00/-|08:00-20:00/-|||
2066|2822-04|COLOR PLUS VALDEMORO|SAN VICENTE DE PAUL, 20|28342|VALDEMORO|ES|40,193241|-3,677716|10:00-14:00/-|10:00-14:00/-|10:00-14:00/-|10:00-14:00/-|10:00-14:00/-|||
2403|2822-06|ELECTRODOMÉSTICOS MARTÍN|PL. DE LA CONSTITUCIÓN, 16|28350|CIEMPOZUELOS|ES|40,15923|-3,618129|10:00-14:00/17:00-20:00|10:00-14:00/17:00-20:00|10:00-14:00/17:00-20:00|10:00-14:00/17:00-20:00|10:00-14:00/17:00-20:00|10:00-14:00/-||
4380|2822-09|PAPELERÍA RECORTES|DEL GRECO, 4|45223|SESEÑA VIEJO|ES|40,135458|-3,667730|10:00-14:00/17:00-20:00|10:00-14:00/17:00-20:00|10:00-14:00/17:00-20:00|10:00-14:00/17:00-20:00|10:00-14:00/17:00-20:00|10:00-14:00/-||
4519|2822-10|ESTANCO PANTOJA|REY JUAN CARLOS I, 5|45290|PANTOJA|ES|40,043716|-3,837348|09:30-13:30/17:00-20:00|09:30-13:30/17:00-20:00|09:30-13:30/17:00-20:00|09:30-13:30/17:00-20:00|09:30-13:30/17:00-20:00|09:30-13:30/-||
4941|2822-14|AUTOESCUELA REAL |PLAZA DEL ROMANO, 5 |28341|VALDEMORO|ES|40,192247|-3,677686|09:30-13:30/16:30-20:30|09:30-13:30/16:30-20:30|09:30-13:30/16:30-20:30|09:30-13:30/16:30-20:30|09:30-13:30/16:30-20:30|||
4926|2822-15|AUTOESCUELA REAL |AVENIDA MAR MEDITERRANEO 115|28341|VALDEMORO|ES|40,17888|-3,685691|09:30-13:30/16:30-20:30|09:30-13:30/16:30-20:30|09:30-13:30/16:30-20:30|09:30-13:30/16:30-20:30|09:30-13:30/16:30-20:30|||
7293|2822-20|ESTANCO 1|MAYOR 23 D|28350|CIEMPOZUELOS|ES|40,15851|-3,619893|09:00-14:00/17:00-20:30|09:00-14:00/17:00-20:30|09:00-14:00/17:00-20:30|09:00-14:00/17:00-20:30|09:00-14:00/17:00-20:30|09:00-14:00/-||
331|2827-00|2827-00 AGENCIA 2827 ALCALA DE HENARES|RUMANÍA, 5, NAVE A4, P.E. INBISA|28806|ALCALA DE HENARES|ES|40,474685|-3,403616|08:00-20:00/-|08:00-20:00/-|08:00-20:00/-|08:00-20:00/-|08:00-20:00/-|||
1611|2827-07|LIBRERÍA PAPELERÍA LA MORENITA|RONDA DE LA PESCADERIA, 5, LOCAL 1|28801|ALCALA DE HENARES|ES|40,478631|-3,364583|08:30-13:30/17:30-20:00|08:00-13:30/17:30-20:00|08:30-13:30/17:30-20:00|08:30-13:30/17:30-20:00|08:30-13:30/17:30-20:00|08:30-13:30/-|08:30-13:30/-|
1612|2827-08|LIBRERÍA PAPELERÍA LA MORENITA 2|BENITO PÉREZ GALDÓS, 12|28806|ALCALA DE HENARES|ES|40,509378|-3,368999|09:30-13:30/17:00-20:00|09:30-13:30/17:00-20:00|09:30-13:30/17:00-20:00|09:30-13:30/17:00-20:00|09:30-13:30/17:00-20:00|09:30-13:30/-|09:30-13:30/-|
3566|2827-12|ESTANCO SERRACINES|CL ALDEANUEVA, 9|28815|SERRACINES|ES|40,622542|-3,401668|09:30-14:00/17:00-20:15|09:30-14:00/17:00-20:15|09:30-14:00/17:00-20:15|09:30-14:00/17:00-20:15|09:30-14:00/17:00-20:15|09:30-14:00/-||
4000|2827-14|TINTORERIA EL TELAR DE ALCALA|MIGUEL DELIBES, 9, LOCAL, 17|28806|ALCALA DE HENARES|ES|40,495779|-3,372349|09:30-14:00/17:00-20:30|09:30-14:00/17:00-20:30|09:30-14:00/17:00-20:30|09:30-14:00/17:00-20:30|09:30-14:00/17:00-20:30|10:00-14:00/-||
4512|2827-16|ESTANCO 13|AV. REYES CATOLICOS, 42|28802|ALCALA DE HENARES|ES|40,474068|-3,378335|09:30-14:50/17:30-20:00|09:30-14:50/17:30-20:00|09:30-14:50/17:30-20:00|09:30-14:50/17:30-20:00|09:30-14:50/17:30-10:00|09:30-14:50/-||
4548|2827-19|ESTANCO INFANTADO|INFANTADO, 3|28807|ALCALA DE HENARES|ES|40,487729|-3,368240|07:00-20:30/-|07:00-20:30/-|07:00-20:30/-|07:00-20:30/-|07:00-20:30/-|09:00-14:00/16:30-20:30|09:00-14:00/-|
4634|2827-21|LIBRERÍA- PAPELERÍA MELQUIADES|ENTREPEÑAS, 4, LOCAL, 111|28803|ALCALA DE HENARES|ES|40,469917|-3,363298|09:00-13:30/18:00-20:00|09:00-13:30/18:00-20:00|09:00-13:30/18:00-20:00|09:00-13:30/18:00-20:00|09:00-13:00/18:00-20:00|09:00-13:30|09:00-13:30|
7047|2827-25|LIBRERIA VENECIA|CALLE PUENTE RIALTO. 5-1  |28804|ALCALA DE HENARES|ES|40,477256|-3,361876|10:00-14:00/17:00-21:00|10:00-14:00/17:00-21:00|10:00-14:00/17:00-21:00|10:00-14:00/17:00-21:00|10:00-14:00/17:00-21:00|-/17:00-21:00||
7825|2827-33|NORNAS|ESTACION 22, ESQ.COLEGIOS 6 LOCAL|28880|MECO|ES|40,553446|-3,324102|10:30-14:00/17:30-20:30|10:30-14:00/17:30-20:30|10:30-14:00/17:30-20:30|10:30-14:00/17:30-20:30|10:30-14:00/17:30-20:30|10:30-14:00/17:30-20:30||
